id,query,intent_json,input_prompt,target_json
1260,is the family man available on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability"", ""title"": ""The Family Man""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is the family man available on Disney+ Hotstar
JSON:","{""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability"", ""title"": ""The Family Man""}"
4531,crime OTT show,"{""content_type"": ""Web Series"", ""genre"": ""Crime""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: crime OTT show
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Crime""}"
2254,is jawan available on MX Player,"{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Jawan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is jawan available on MX Player
JSON:","{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Jawan""}"
2782,new bollywood sci-fi,"{""genre"": ""Sci-Fi"", ""language"": ""Hindi"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new bollywood sci-fi
JSON:","{""genre"": ""Sci-Fi"", ""language"": ""Hindi"", ""recency"": ""latest""}"
3593,is pagglait available on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability"", ""title"": ""Pagglait""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is pagglait available on Disney+ Hotstar
JSON:","{""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability"", ""title"": ""Pagglait""}"
527,vetrimaaran movies,"{""director"": ""Vetrimaaran""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vetrimaaran movies
JSON:","{""director"": ""Vetrimaaran""}"
4264,light hearted punjabi film,"{""language"": ""Punjabi"", ""mood"": ""light hearted""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: light hearted punjabi film
JSON:","{""language"": ""Punjabi"", ""mood"": ""light hearted""}"
2947,hi nanna,"{""title"": ""Hi Nanna""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: hi nanna
JSON:","{""title"": ""Hi Nanna""}"
378,if you liked uri,"{""similar_to"": ""Uri""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: if you liked uri
JSON:","{""similar_to"": ""Uri""}"
1560,nawazuddin ki films,"{""actor"": ""Nawazuddin Siddiqui""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: nawazuddin ki films
JSON:","{""actor"": ""Nawazuddin Siddiqui""}"
3821,mammukka ki best comedy film,"{""actor"": ""mammootty"", ""genre"": ""Comedy"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mammukka ki best comedy film
JSON:","{""actor"": ""mammootty"", ""genre"": ""Comedy"", ""rating_type"": ""top rated""}"
1964,vicky kaushal ke saare movies,"{""actor"": ""Vicky Kaushal""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vicky kaushal ke saare movies
JSON:","{""actor"": ""Vicky Kaushal""}"
4733,best kannada movies 2023,"{""language"": ""Kannada"", ""rating_type"": ""top rated"", ""year"": 2023}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best kannada movies 2023
JSON:","{""language"": ""Kannada"", ""rating_type"": ""top rated"", ""year"": 2023}"
349,show me Telugu movies from 2025,"{""language"": ""Telugu"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: show me Telugu movies from 2025
JSON:","{""language"": ""Telugu"", ""year"": 2025}"
2435,ranveer film hi nanna,"{""actor"": ""Ranveer Singh"", ""title"": ""Hi Nanna""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ranveer film hi nanna
JSON:","{""actor"": ""Ranveer Singh"", ""title"": ""Hi Nanna""}"
2247,is dunki available on MX Player,"{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Dunki""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is dunki available on MX Player
JSON:","{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Dunki""}"
4167,srk 2020 movie,"{""actor"": ""Shah Rukh Khan"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: srk 2020 movie
JSON:","{""actor"": ""Shah Rukh Khan"", ""year"": 2020}"
1710,2021 mein kaunsi achi movies aayi,"{""rating_type"": ""top rated"", ""year"": 2021}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: 2021 mein kaunsi achi movies aayi
JSON:","{""rating_type"": ""top rated"", ""year"": 2021}"
1051,how is gehraiyaan,"{""query_type"": ""rating/review"", ""title"": ""Gehraiyaan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: how is gehraiyaan
JSON:","{""query_type"": ""rating/review"", ""title"": ""Gehraiyaan""}"
591,psychological thriller movies 2020,"{""genre"": ""Psychological thriller"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: psychological thriller movies 2020
JSON:","{""genre"": ""Psychological thriller"", ""year"": 2020}"
520,fahad all movies list,"{""actor"": ""Fahadh Faasil""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: fahad all movies list
JSON:","{""actor"": ""Fahadh Faasil""}"
4753,gujarati action packed movie,"{""language"": ""Gujarati"", ""mood"": ""action packed""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: gujarati action packed movie
JSON:","{""language"": ""Gujarati"", ""mood"": ""action packed""}"
4309,mammootty ka pushpa,"{""actor"": ""Mammootty"", ""title"": ""Pushpa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mammootty ka pushpa
JSON:","{""actor"": ""Mammootty"", ""title"": ""Pushpa""}"
2478,stylish star new film,"{""actor"": ""Allu Arjun"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: stylish star new film
JSON:","{""actor"": ""Allu Arjun"", ""recency"": ""latest""}"
1084,bunny ka manjummel boys,"{""actor"": ""Allu Arjun"", ""title"": ""Manjummel Boys""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bunny ka manjummel boys
JSON:","{""actor"": ""Allu Arjun"", ""title"": ""Manjummel Boys""}"
3589,ranveer singh ka article 15,"{""actor"": ""Ranveer Singh"", ""title"": ""Article 15""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ranveer singh ka article 15
JSON:","{""actor"": ""Ranveer Singh"", ""title"": ""Article 15""}"
4779,bachchan sahab ki best thriller film,"{""actor"": ""Amitabh Bachchan"", ""genre"": ""Thriller"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bachchan sahab ki best thriller film
JSON:","{""actor"": ""Amitabh Bachchan"", ""genre"": ""Thriller"", ""rating_type"": ""top rated""}"
4510,premalu review,"{""query_type"": ""rating/review"", ""title"": ""Premalu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: premalu review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Premalu""}"
1295,movies with vijay deverakonda,"{""actor"": ""Vijay Deverakonda""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies with vijay deverakonda
JSON:","{""actor"": ""Vijay Deverakonda""}"
1810,imtiaz ali movies,"{""director"": ""Imtiaz Ali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: imtiaz ali movies
JSON:","{""director"": ""Imtiaz Ali""}"
792,rajini film andhadhun,"{""actor"": ""Rajinikanth"", ""title"": ""Andhadhun""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: rajini film andhadhun
JSON:","{""actor"": ""Rajinikanth"", ""title"": ""Andhadhun""}"
793,new gujarati comedy,"{""genre"": ""Comedy"", ""language"": ""Gujarati"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new gujarati comedy
JSON:","{""genre"": ""Comedy"", ""language"": ""Gujarati"", ""recency"": ""latest""}"
4115,how is vikram vedha,"{""query_type"": ""rating/review"", ""title"": ""Vikram Vedha""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: how is vikram vedha
JSON:","{""query_type"": ""rating/review"", ""title"": ""Vikram Vedha""}"
1856,kushi full movie,"{""title"": ""Kushi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: kushi full movie
JSON:","{""title"": ""Kushi""}"
4758,is beast available on Amazon Prime,"{""platform"": ""Amazon Prime"", ""query_type"": ""availability"", ""title"": ""Beast""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is beast available on Amazon Prime
JSON:","{""platform"": ""Amazon Prime"", ""query_type"": ""availability"", ""title"": ""Beast""}"
1981,similar to bahubali,"{""similar_to"": ""Bahubali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: similar to bahubali
JSON:","{""similar_to"": ""Bahubali""}"
3234,family thriller movies 2025,"{""audience"": ""family"", ""genre"": ""Thriller"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family thriller movies 2025
JSON:","{""audience"": ""family"", ""genre"": ""Thriller"", ""year"": 2025}"
3909,bachchan sahab ki best sci-fi film,"{""actor"": ""Amitabh Bachchan"", ""genre"": ""Sci-Fi"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bachchan sahab ki best sci-fi film
JSON:","{""actor"": ""Amitabh Bachchan"", ""genre"": ""Sci-Fi"", ""rating_type"": ""top rated""}"
4985,SonyLIV tamil,"{""language"": ""Tamil"", ""platform"": ""SonyLIV""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: SonyLIV tamil
JSON:","{""language"": ""Tamil"", ""platform"": ""SonyLIV""}"
3329,brahmastra streaming kahan hai,"{""query_type"": ""availability"", ""title"": ""Brahmastra""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: brahmastra streaming kahan hai
JSON:","{""query_type"": ""availability"", ""title"": ""Brahmastra""}"
1531,best of lokesh kanagaraj,"{""director"": ""Lokesh Kanagaraj"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best of lokesh kanagaraj
JSON:","{""director"": ""Lokesh Kanagaraj"", ""rating_type"": ""top rated""}"
1411,animal ka rating kya hai,"{""query_type"": ""rating/review"", ""title"": ""Animal""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: animal ka rating kya hai
JSON:","{""query_type"": ""rating/review"", ""title"": ""Animal""}"
4295,article 15 film,"{""title"": ""Article 15""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: article 15 film
JSON:","{""title"": ""Article 15""}"
4649,vikram streaming kahan hai,"{""query_type"": ""availability"", ""title"": ""Vikram""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vikram streaming kahan hai
JSON:","{""query_type"": ""availability"", ""title"": ""Vikram""}"
